occupational_code,education,importance
47-4031,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",1.01
47-4031,Some College Courses,22.07
47-4031,Associate's Degree (or other 2-year degree),0.0
47-4031,Bachelor's Degree,0.0
47-4031,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-4031,Master's Degree,0.0
47-4031,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-4031,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-4031,Doctoral Degree,0.0
47-4031,Post-Doctoral Training,0.0
47-4041,Less than a High School Diploma,26.03
47-4041,"High School Diploma - or the equivalent (for example, GED)",24.89
47-4041,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",19.71
47-4041,Some College Courses,13.66
47-4041,Associate's Degree (or other 2-year degree),1.94
47-4041,Bachelor's Degree,13.76
47-4041,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-4041,Master's Degree,0.0
47-4041,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-4041,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-4041,Doctoral Degree,0.0
47-4041,Post-Doctoral Training,0.0
47-4051,Less than a High School Diploma,5.21
47-4051,"High School Diploma - or the equivalent (for example, GED)",88.29
47-4051,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",1.43
47-4051,Some College Courses,0.0
47-4051,Associate's Degree (or other 2-year degree),5.07
47-4051,Bachelor's Degree,0.0
47-4051,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-4051,Master's Degree,0.0
47-4051,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-4051,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-4051,Doctoral Degree,0.0
47-4051,Post-Doctoral Training,0.0
47-4061,Less than a High School Diploma,9.78
47-4061,"High School Diploma - or the equivalent (for example, GED)",90.22
47-4061,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
47-4061,Some College Courses,0.0
47-4061,Associate's Degree (or other 2-year degree),0.0
47-4061,Bachelor's Degree,0.0
47-4061,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-4061,Master's Degree,0.0
47-4061,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-4061,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-4061,Doctoral Degree,0.0
47-4061,Post-Doctoral Training,0.0
47-4071,Less than a High School Diploma,37.08
47-4071,"High School Diploma - or the equivalent (for example, GED)",40.44
47-4071,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",22.13
47-4071,Some College Courses,0.34
47-4071,Associate's Degree (or other 2-year degree),0.0
47-4071,Bachelor's Degree,0.0
47-4071,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-4071,Master's Degree,0.0
47-4071,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-4071,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-4071,Doctoral Degree,0.0
47-4071,Post-Doctoral Training,0.0
47-4091,Less than a High School Diploma,6.57
47-4091,"High School Diploma - or the equivalent (for example, GED)",58.91
47-4091,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",30.89
47-4091,Some College Courses,2.83
47-4091,Associate's Degree (or other 2-year degree),0.8
47-4091,Bachelor's Degree,0.0
47-4091,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-4091,Master's Degree,0.0
47-4091,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-4091,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-4091,Doctoral Degree,0.0
47-4091,Post-Doctoral Training,0.0
47-4099,,
47-5011,Less than a High School Diploma,68.54
47-5011,"High School Diploma - or the equivalent (for example, GED)",22.91
47-5011,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",4.94
47-5011,Some College Courses,0.0
47-5011,Associate's Degree (or other 2-year degree),3.6
47-5011,Bachelor's Degree,0.0
47-5011,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5011,Master's Degree,0.0
47-5011,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5011,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5011,Doctoral Degree,0.0
47-5011,Post-Doctoral Training,0.0
47-5012,Less than a High School Diploma,31.11
47-5012,"High School Diploma - or the equivalent (for example, GED)",28.74
47-5012,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",9.08
47-5012,Some College Courses,22.15
47-5012,Associate's Degree (or other 2-year degree),0.0
47-5012,Bachelor's Degree,8.91
47-5012,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5012,Master's Degree,0.0
47-5012,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5012,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5012,Doctoral Degree,0.0
47-5012,Post-Doctoral Training,0.0
47-5013,Less than a High School Diploma,37.0
47-5013,"High School Diploma - or the equivalent (for example, GED)",63.0
47-5013,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
47-5013,Some College Courses,0.0
47-5013,Associate's Degree (or other 2-year degree),0.0
47-5013,Bachelor's Degree,0.0
47-5013,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5013,Master's Degree,0.0
47-5013,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5013,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5013,Doctoral Degree,0.0
47-5013,Post-Doctoral Training,0.0
47-5022,Less than a High School Diploma,23.17
47-5022,"High School Diploma - or the equivalent (for example, GED)",71.12
47-5022,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",5.71
47-5022,Some College Courses,0.0
47-5022,Associate's Degree (or other 2-year degree),0.0
47-5022,Bachelor's Degree,0.0
47-5022,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5022,Master's Degree,0.0
47-5022,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5022,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5022,Doctoral Degree,0.0
47-5022,Post-Doctoral Training,0.0
47-5023,Less than a High School Diploma,15.07
47-5023,"High School Diploma - or the equivalent (for example, GED)",72.77
47-5023,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",12.15
47-5023,Some College Courses,0.0
47-5023,Associate's Degree (or other 2-year degree),0.0
47-5023,Bachelor's Degree,0.0
47-5023,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5023,Master's Degree,0.0
47-5023,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5023,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5023,Doctoral Degree,0.0
47-5023,Post-Doctoral Training,0.0
47-5032,Less than a High School Diploma,4.17
47-5032,"High School Diploma - or the equivalent (for example, GED)",62.5
47-5032,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",20.83
47-5032,Some College Courses,8.33
47-5032,Associate's Degree (or other 2-year degree),4.17
47-5032,Bachelor's Degree,0.0
47-5032,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5032,Master's Degree,0.0
47-5032,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5032,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5032,Doctoral Degree,0.0
47-5032,Post-Doctoral Training,0.0
47-5041,Less than a High School Diploma,3.96
47-5041,"High School Diploma - or the equivalent (for example, GED)",81.27
47-5041,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",9.64
47-5041,Some College Courses,5.13
47-5041,Associate's Degree (or other 2-year degree),0.0
47-5041,Bachelor's Degree,0.0
47-5041,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5041,Master's Degree,0.0
47-5041,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5041,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5041,Doctoral Degree,0.0
47-5041,Post-Doctoral Training,0.0
47-5043,Less than a High School Diploma,13.29
47-5043,"High School Diploma - or the equivalent (for example, GED)",86.71
47-5043,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
47-5043,Some College Courses,0.0
47-5043,Associate's Degree (or other 2-year degree),0.0
47-5043,Bachelor's Degree,0.0
47-5043,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5043,Master's Degree,0.0
47-5043,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5043,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5043,Doctoral Degree,0.0
47-5043,Post-Doctoral Training,0.0
47-5044,Less than a High School Diploma,39.96
47-5044,"High School Diploma - or the equivalent (for example, GED)",52.59
47-5044,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",6.15
47-5044,Some College Courses,0.0
47-5044,Associate's Degree (or other 2-year degree),1.3
47-5044,Bachelor's Degree,0.0
47-5044,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5044,Master's Degree,0.0
47-5044,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5044,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5044,Doctoral Degree,0.0
47-5044,Post-Doctoral Training,0.0
47-5049,,
47-5051,Less than a High School Diploma,49.54
47-5051,"High School Diploma - or the equivalent (for example, GED)",31.48
47-5051,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
47-5051,Some College Courses,0.0
47-5051,Associate's Degree (or other 2-year degree),0.0
47-5051,Bachelor's Degree,0.0
47-5051,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5051,Master's Degree,0.0
47-5051,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5051,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",18.98
47-5051,Doctoral Degree,0.0
47-5051,Post-Doctoral Training,0.0
47-5071,Less than a High School Diploma,64.13
47-5071,"High School Diploma - or the equivalent (for example, GED)",35.49
47-5071,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
47-5071,Some College Courses,0.0
47-5071,Associate's Degree (or other 2-year degree),0.38
47-5071,Bachelor's Degree,0.0
47-5071,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5071,Master's Degree,0.0
47-5071,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5071,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5071,Doctoral Degree,0.0
47-5071,Post-Doctoral Training,0.0
47-5081,Less than a High School Diploma,0.0
47-5081,"High School Diploma - or the equivalent (for example, GED)",96.59
47-5081,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",1.71
47-5081,Some College Courses,0.0
47-5081,Associate's Degree (or other 2-year degree),1.71
47-5081,Bachelor's Degree,0.0
47-5081,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
47-5081,Master's Degree,0.0
47-5081,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
47-5081,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
47-5081,Doctoral Degree,0.0
47-5081,Post-Doctoral Training,0.0
47-5099,,
49-1011,Less than a High School Diploma,3.05
49-1011,"High School Diploma - or the equivalent (for example, GED)",54.15
49-1011,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",13.08
49-1011,Some College Courses,16.91
49-1011,Associate's Degree (or other 2-year degree),3.2
49-1011,Bachelor's Degree,7.57
49-1011,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-1011,Master's Degree,0.0
49-1011,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-1011,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-1011,Doctoral Degree,2.05
49-1011,Post-Doctoral Training,0.0
49-2011,Less than a High School Diploma,0.0
49-2011,"High School Diploma - or the equivalent (for example, GED)",28.15
49-2011,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",31.04
49-2011,Some College Courses,7.47
49-2011,Associate's Degree (or other 2-year degree),32.97
49-2011,Bachelor's Degree,0.38
49-2011,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-2011,Master's Degree,0.0
49-2011,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2011,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-2011,Doctoral Degree,0.0
49-2011,Post-Doctoral Training,0.0
49-2021,Less than a High School Diploma,4.17
49-2021,"High School Diploma - or the equivalent (for example, GED)",30.71
49-2021,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",21.68
49-2021,Some College Courses,18.01
49-2021,Associate's Degree (or other 2-year degree),15.67
49-2021,Bachelor's Degree,9.75
49-2021,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-2021,Master's Degree,0.0
49-2021,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2021,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-2021,Doctoral Degree,0.0
49-2021,Post-Doctoral Training,0.0
49-2022,Less than a High School Diploma,0.0
49-2022,"High School Diploma - or the equivalent (for example, GED)",43.06
49-2022,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",21.36
49-2022,Some College Courses,10.38
49-2022,Associate's Degree (or other 2-year degree),7.77
49-2022,Bachelor's Degree,17.44
49-2022,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-2022,Master's Degree,0.0
49-2022,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2022,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-2022,Doctoral Degree,0.0
49-2022,Post-Doctoral Training,0.0
49-2091,Less than a High School Diploma,0.0
49-2091,"High School Diploma - or the equivalent (for example, GED)",18.2
49-2091,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",49.95
49-2091,Some College Courses,12.21
49-2091,Associate's Degree (or other 2-year degree),16.31
49-2091,Bachelor's Degree,3.33
49-2091,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-2091,Master's Degree,0.0
49-2091,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2091,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-2091,Doctoral Degree,0.0
49-2091,Post-Doctoral Training,0.0
49-2092,Less than a High School Diploma,1.86
49-2092,"High School Diploma - or the equivalent (for example, GED)",30.93
49-2092,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",39.17
49-2092,Some College Courses,8.28
49-2092,Associate's Degree (or other 2-year degree),19.77
49-2092,Bachelor's Degree,0.0
49-2092,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-2092,Master's Degree,0.0
49-2092,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2092,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-2092,Doctoral Degree,0.0
49-2092,Post-Doctoral Training,0.0
49-2093,Less than a High School Diploma,0.0
49-2093,"High School Diploma - or the equivalent (for example, GED)",28.33
49-2093,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",47.69
49-2093,Some College Courses,0.0
49-2093,Associate's Degree (or other 2-year degree),9.63
49-2093,Bachelor's Degree,0.0
49-2093,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,14.35
49-2093,Master's Degree,0.0
49-2093,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2093,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-2093,Doctoral Degree,0.0
49-2093,Post-Doctoral Training,0.0
49-2094,Less than a High School Diploma,0.0
49-2094,"High School Diploma - or the equivalent (for example, GED)",22.02
49-2094,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",32.27
49-2094,Some College Courses,0.0
49-2094,Associate's Degree (or other 2-year degree),45.71
49-2094,Bachelor's Degree,0.0
49-2094,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-2094,Master's Degree,0.0
49-2094,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2094,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-2094,Doctoral Degree,0.0
49-2094,Post-Doctoral Training,0.0
49-2095,Less than a High School Diploma,0.0
49-2095,"High School Diploma - or the equivalent (for example, GED)",8.18
49-2095,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",50.33
49-2095,Some College Courses,11.19
49-2095,Associate's Degree (or other 2-year degree),27.91
49-2095,Bachelor's Degree,2.39
49-2095,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-2095,Master's Degree,0.0
49-2095,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2095,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-2095,Doctoral Degree,0.0
49-2095,Post-Doctoral Training,0.0
49-2096,Less than a High School Diploma,2.39
49-2096,"High School Diploma - or the equivalent (for example, GED)",44.78
49-2096,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",47.4
49-2096,Some College Courses,1.12
49-2096,Associate's Degree (or other 2-year degree),4.31
49-2096,Bachelor's Degree,0.0
49-2096,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-2096,Master's Degree,0.0
49-2096,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2096,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
